RERA,BHK_NO,SQUARE_FT,RESALE,POSTED_BY_mean_encoding,state_mean_encoding,TARGET(PRICE_IN_LACS)
0.0,3.0,1302.3783,1.0,54.96309,33.095707,23.0
0.0,2.0,1135.1267,1.0,124.25404,122.38669,73.0
0.0,2.0,1224.7975,1.0,54.96309,131.08112,65.0
1.0,2.0,991.7121,1.0,124.25404,123.53347,140.0
0.0,2.0,1264.1815,1.0,124.25404,95.95461,39.0
1.0,2.0,1319.0594,1.0,124.25404,123.53347,69.0
1.0,2.0,1005.02515,1.0,54.96309,123.53347,50.0
0.0,4.0,2912.056,1.0,124.25404,103.99422,250.0
0.0,2.0,1257.1588,1.0,124.25404,122.38669,180.0
0.0,2.0,699.8445,1.0,54.96309,131.08112,18.0
0.0,2.0,1070.3364,1.0,124.25404,44.66028,28.0
0.0,3.0,1600.0,1.0,124.25404,122.38669,1050.0
1.0,4.0,2130.1316,1.0,124.25404,50.62677,110.0
0.0,2.0,1040.0098,1.0,124.25404,122.38669,85.0
1.0,3.0,1863.0647,1.0,124.25404,123.53347,120.0
0.0,3.0,1619.8704,1.0,124.25404,95.95461,30.0
0.0,3.0,1619.8704,1.0,124.25404,95.95461,30.0
1.0,2.0,545.0652,1.0,54.96309,103.99422,28.0
0.0,2.0,1198.2826,1.0,54.96309,44.66028,30.7
1.0,2.0,802.33405,1.0,124.25404,122.38669,110.0
1.0,4.0,2993.3284,1.0,124.25404,131.08112,1180.0
1.0,1.0,665.05444,1.0,124.25404,123.53347,55.0
1.0,1.0,549.95416,1.0,54.96309,122.38669,30.0
0.0,2.0,750.075,1.0,54.96309,39.7671,25.0
0.0,2.0,975.08124,1.0,124.25404,123.53347,90.0
0.0,3.0,1980.0472,1.0,124.25404,66.56202,260.0
0.0,3.0,1980.0472,1.0,124.25404,66.49872,260.0
0.0,3.0,1574.8031,1.0,124.25404,81.30434,76.0
0.0,2.0,910.0561,1.0,124.25404,131.08112,60.0
0.0,3.0,2365.3567,1.0,124.25404,123.53347,130.0
0.0,3.0,1872.2234,1.0,54.96309,122.38669,88.5
0.0,4.0,1849.7965,1.0,124.25404,63.688946,150.0
1.0,4.0,2894.7368,1.0,124.25404,39.7671,110.0
0.0,2.0,1215.9329,1.0,124.25404,103.99422,87.0
0.0,2.0,548.4174,1.0,124.25404,131.08112,140.0
0.0,2.0,1027.1158,1.0,124.25404,123.53347,50.0
0.0,4.0,6000.7744,1.0,124.25404,122.38669,310.0
0.0,3.0,1215.0668,1.0,54.96309,103.99422,60.0
0.0,2.0,1115.0532,1.0,124.25404,103.99422,44.0
0.0,1.0,539.0463,1.0,124.25404,66.56202,39.0
0.0,1.0,539.0463,1.0,124.25404,66.49872,39.0
1.0,2.0,1149.9781,1.0,124.25404,122.38669,52.6
0.0,2.0,1340.068,1.0,124.25404,123.53347,130.0
0.0,3.0,1150.1464,1.0,54.96309,103.99422,55.0
0.0,3.0,1800.4115,1.0,54.96309,49.17085,70.0
0.0,3.0,1100.11,1.0,54.96309,122.38669,40.0
0.0,2.0,1000.0,1.0,124.25404,67.07472,55.0
0.0,2.0,1219.9435,1.0,54.96309,103.99422,69.0
0.0,1.0,560.0195,1.0,124.25404,69.645454,23.0
1.0,2.0,856.16437,1.0,124.25404,123.53347,42.5
0.0,2.0,1350.0325,1.0,124.25404,67.07472,41.5
0.0,5.0,2509.4104,1.0,54.96309,69.645454,120.0
1.0,1.0,512.0852,1.0,54.96309,131.08112,25.0
0.0,2.0,860.30316,1.0,54.96309,44.959038,21.0
0.0,2.0,860.30316,1.0,54.96309,123.53347,21.0
0.0,2.0,703.0936,1.0,54.96309,50.62677,35.0
0.0,2.0,1065.0887,1.0,54.96309,103.99422,36.0
0.0,3.0,1499.8928,1.0,54.96309,49.17085,70.0
1.0,3.0,1480.4845,1.0,54.96309,122.38669,44.0
0.0,2.0,740.16364,1.0,54.96309,69.645454,19.0
0.0,2.0,880.0459,1.0,54.96309,66.56202,46.0
0.0,2.0,880.0459,1.0,54.96309,66.49872,46.0
0.0,2.0,850.2289,1.0,54.96309,69.645454,26.0
0.0,1.0,508.02682,1.0,124.25404,123.53347,75.0
1.0,1.0,417.14417,0.0,52.147346,122.38669,36.4
1.0,1.0,550.055,1.0,54.96309,122.38669,10.0
0.0,2.0,674.03613,1.0,54.96309,81.30434,25.0
1.0,2.0,828.70636,1.0,124.25404,122.38669,100.0
0.0,3.0,935.0788,1.0,124.25404,69.645454,35.0
1.0,3.0,2015.5039,1.0,124.25404,122.38669,78.0
0.0,4.0,1750.0515,1.0,54.96309,122.38669,85.0
0.0,2.0,1276.1904,1.0,124.25404,67.07472,40.2
0.0,2.0,850.0773,1.0,54.96309,53.003433,22.0
1.0,1.0,650.0072,1.0,124.25404,123.53347,45.0
1.0,3.0,1479.8694,1.0,124.25404,122.38669,68.0
0.0,4.0,4800.0,1.0,124.25404,103.99422,390.0
1.0,1.0,690.00336,1.0,124.25404,123.53347,82.0
0.0,2.0,849.9885,1.0,124.25404,69.645454,37.0
0.0,3.0,1229.7734,1.0,124.25404,123.53347,190.0
0.0,3.0,1503.2258,1.0,124.25404,69.645454,46.6
0.0,3.0,1402.1968,1.0,54.96309,95.95461,60.0
0.0,3.0,1500.1765,1.0,54.96309,103.99422,85.0
0.0,3.0,1700.1984,1.0,124.25404,95.95461,60.0
0.0,1.0,560.1034,1.0,54.96309,123.53347,26.0
0.0,4.0,2193.8572,1.0,54.96309,66.56202,330.0
0.0,4.0,2193.8572,1.0,54.96309,66.49872,330.0
1.0,3.0,2729.6082,0.0,124.25404,95.95461,170.0
0.0,4.0,3441.4055,1.0,54.96309,44.66028,190.0
0.0,3.0,846.0237,1.0,124.25404,123.53347,260.0
0.0,2.0,850.20245,1.0,54.96309,131.08112,21.0
0.0,2.0,1000.0,1.0,54.96309,103.99422,60.0
0.0,3.0,1110.1766,1.0,124.25404,69.645454,66.0
0.0,2.0,720.0,1.0,54.96309,66.56202,90.0
0.0,2.0,720.0,1.0,54.96309,66.49872,90.0
1.0,3.0,1024.0656,0.0,124.25404,122.38669,440.0
0.0,3.0,1500.0,1.0,54.96309,103.99422,75.0
0.0,2.0,775.1092,1.0,124.25404,66.56202,35.5
0.0,2.0,775.1092,1.0,124.25404,66.49872,35.5
0.0,3.0,1424.8137,1.0,124.25404,123.53347,65.0
0.0,2.0,914.2857,1.0,124.25404,69.645454,25.6
0.0,1.0,700.01276,1.0,124.25404,122.38669,55.0
0.0,2.0,1244.9072,1.0,124.25404,81.30434,55.0
0.0,2.0,1165.1266,1.0,124.25404,131.08112,29.0
0.0,3.0,1465.2731,1.0,124.25404,123.53347,150.0
0.0,1.0,405.00735,1.0,124.25404,122.38669,22.0
1.0,2.0,1369.5851,1.0,124.25404,122.38669,270.0
0.0,3.0,2400.0,1.0,54.96309,33.095707,60.0
0.0,1.0,750.0,1.0,124.25404,44.66028,24.0
1.0,2.0,1100.4126,1.0,124.25404,95.95461,24.0
1.0,3.0,2929.6875,1.0,124.25404,103.99422,270.0
1.0,3.0,2929.6875,1.0,124.25404,103.99422,270.0
0.0,2.0,960.11816,1.0,54.96309,39.7671,26.0
0.0,2.0,1105.2777,1.0,54.96309,44.959038,40.0
0.0,1.0,753.76886,1.0,124.25404,44.66028,24.0
0.0,2.0,900.0,1.0,54.96309,123.53347,31.5
0.0,2.0,1282.0513,1.0,124.25404,123.53347,68.0
1.0,2.0,1299.8267,1.0,54.96309,123.53347,45.0
0.0,3.0,1234.375,1.0,124.25404,69.645454,39.5
0.0,2.0,800.0,1.0,54.96309,39.7671,21.0
1.0,2.0,1000.0,1.0,54.96309,131.08112,40.0
0.0,3.0,1685.1228,1.0,54.96309,122.38669,70.0
1.0,2.0,796.6667,1.0,124.25404,122.38669,23.9
1.0,2.0,1019.9699,1.0,124.25404,122.38669,95.0
0.0,2.0,1195.2191,1.0,54.96309,131.08112,45.0
0.0,2.0,1000.0,1.0,54.96309,123.53347,42.0
1.0,2.0,1250.0,1.0,124.25404,122.38669,45.0
1.0,2.0,638.451,0.0,124.25404,131.08112,88.7
0.0,2.0,700.16473,1.0,54.96309,39.7671,17.0
0.0,3.0,2000.0,1.0,124.25404,95.95461,130.0
1.0,2.0,1305.1584,1.0,124.25404,63.688946,42.0
0.0,2.0,1100.0709,1.0,124.25404,122.38669,62.0
0.0,2.0,1440.144,1.0,54.96309,131.08112,48.0
0.0,2.0,1440.144,1.0,54.96309,131.08112,48.0
1.0,3.0,1730.1038,1.0,124.25404,123.53347,200.0
0.0,2.0,650.0072,1.0,124.25404,123.53347,180.0
1.0,5.0,6640.3164,1.0,124.25404,103.99422,840.0
1.0,2.0,942.0497,1.0,124.25404,122.38669,33.0
1.0,2.0,942.0497,1.0,124.25404,122.38669,33.0
0.0,2.0,655.0933,1.0,124.25404,69.645454,20.0
1.0,2.0,569.9609,1.0,124.25404,95.95461,23.3
0.0,3.0,1906.2142,1.0,124.25404,67.07472,150.0
1.0,3.0,1328.1503,1.0,124.25404,123.53347,82.0
0.0,3.0,1280.0499,1.0,124.25404,123.53347,82.0
1.0,3.0,980.68475,0.0,124.25404,122.38669,230.0
0.0,3.0,1685.2749,1.0,124.25404,122.38669,80.0
0.0,3.0,1308.7345,0.0,124.25404,66.56202,45.4
0.0,3.0,1308.7345,0.0,124.25404,66.49872,45.4
0.0,3.0,1892.9834,1.0,54.96309,66.49872,150.0
0.0,3.0,1892.9834,1.0,54.96309,66.56202,150.0
0.0,2.0,1216.0121,1.0,124.25404,103.99422,80.5
0.0,3.0,1515.1515,1.0,124.25404,69.645454,150.0
0.0,2.0,1115.1079,1.0,124.25404,122.38669,93.0
0.0,1.0,675.0675,1.0,124.25404,123.53347,60.0
1.0,2.0,1240.9514,1.0,124.25404,103.99422,72.0
1.0,2.0,1020.12683,1.0,124.25404,122.38669,74.0
0.0,5.0,2308.027,1.0,124.25404,131.08112,1220.0
0.0,2.0,950.0,1.0,54.96309,69.645454,57.0
0.0,2.0,1272.6758,1.0,124.25404,95.95461,44.9
0.0,2.0,840.084,1.0,54.96309,122.38669,28.0
0.0,3.0,2192.4763,1.0,124.25404,69.645454,95.0
1.0,4.0,5699.577,1.0,124.25404,123.53347,310.0
0.0,2.0,770.0413,1.0,124.25404,122.38669,95.0
0.0,2.0,1030.0782,1.0,54.96309,103.99422,75.0
0.0,3.0,1829.2683,1.0,124.25404,103.99422,90.0
0.0,2.0,1040.2219,1.0,124.25404,69.645454,45.0
0.0,2.0,1199.7406,1.0,54.96309,50.62677,37.0
0.0,2.0,845.09845,1.0,124.25404,122.38669,170.0
0.0,2.0,1120.0717,1.0,54.96309,66.56202,75.0
0.0,2.0,1120.0717,1.0,54.96309,66.49872,75.0
1.0,2.0,1175.1539,1.0,124.25404,122.38669,42.0
0.0,2.0,701.78033,1.0,124.25404,123.53347,190.0
0.0,3.0,1454.8394,1.0,124.25404,103.99422,72.0
0.0,2.0,1110.1622,1.0,124.25404,122.38669,65.0
0.0,3.0,1193.3334,1.0,124.25404,69.645454,35.8
1.0,2.0,1124.8737,1.0,124.25404,122.38669,44.5
0.0,2.0,1100.0092,1.0,124.25404,122.38669,120.0
0.0,2.0,1103.1176,1.0,124.25404,103.99422,69.0
0.0,2.0,1259.5592,1.0,124.25404,123.53347,280.0
0.0,2.0,1263.9767,1.0,124.25404,95.95461,26.0
0.0,2.0,1400.0,1.0,54.96309,58.909412,56.0
1.0,3.0,1174.028,1.0,124.25404,122.38669,31.1
1.0,3.0,1340.0448,1.0,124.25404,122.38669,59.9
0.0,1.0,400.0,1.0,54.96309,122.38669,28.0
0.0,2.0,1200.0686,1.0,124.25404,122.38669,70.0
0.0,2.0,601.3327,1.0,54.96309,122.38669,37.0
0.0,3.0,1296.0236,1.0,124.25404,66.56202,88.0
0.0,3.0,1296.0236,1.0,124.25404,66.49872,88.0
1.0,1.0,282.77634,0.0,52.147346,122.38669,9.9
1.0,2.0,880.40094,1.0,124.25404,123.53347,130.0
1.0,1.0,594.0034,1.0,124.25404,123.53347,31.5
1.0,3.0,1343.0029,1.0,124.25404,123.53347,100.0
0.0,2.0,825.6502,1.0,124.25404,122.38669,120.0
1.0,2.0,820.1411,1.0,124.25404,123.53347,43.0
0.0,2.0,1160.0137,1.0,124.25404,39.7671,34.0
0.0,1.0,460.1227,1.0,54.96309,44.66028,13.5
1.0,2.0,1220.199,1.0,54.96309,103.99422,65.0
0.0,2.0,1199.9904,1.0,124.25404,131.08112,500.0
0.0,2.0,855.1412,1.0,54.96309,103.99422,41.5
0.0,3.0,1768.0339,1.0,124.25404,69.645454,100.0
0.0,1.0,457.79684,1.0,124.25404,122.38669,9.6
0.0,2.0,1518.9873,1.0,124.25404,131.08112,150.0
1.0,2.0,899.93896,1.0,124.25404,122.38669,29.5
1.0,2.0,1227.8231,1.0,124.25404,95.95461,43.6
1.0,3.0,669.10516,0.0,124.25404,122.38669,150.0
0.0,2.0,923.0233,1.0,54.96309,66.56202,53.0
0.0,2.0,923.0233,1.0,54.96309,66.49872,53.0
1.0,2.0,728.79205,0.0,124.25404,122.38669,68.9
0.0,2.0,1560.0624,1.0,54.96309,103.99422,210.0
0.0,2.0,650.19507,1.0,54.96309,39.7671,15.0
1.0,3.0,1652.6349,0.0,52.147346,103.99422,53.0
1.0,5.0,5194.805,1.0,124.25404,122.38669,400.0
0.0,1.0,775.1115,1.0,124.25404,122.38669,36.5
1.0,2.0,945.17957,1.0,54.96309,39.7671,30.0
0.0,1.0,550.0172,1.0,124.25404,123.53347,32.0
1.0,2.0,932.9149,1.0,124.25404,131.08112,110.0
0.0,2.0,1180.3279,1.0,54.96309,33.095707,36.0
0.0,2.0,1129.9435,1.0,124.25404,122.38669,190.0
0.0,2.0,1225.0232,1.0,124.25404,122.38669,450.0
0.0,1.0,650.0743,1.0,124.25404,63.688946,35.0
1.0,1.0,708.73785,1.0,124.25404,123.53347,36.5
1.0,3.0,769.2308,0.0,124.25404,122.38669,200.0
1.0,3.0,769.2308,0.0,124.25404,122.38669,200.0
1.0,2.0,915.07465,1.0,54.96309,122.38669,57.0
1.0,4.0,2616.1704,1.0,124.25404,103.99422,210.0
1.0,4.0,2850.436,1.0,54.96309,122.38669,85.0
1.0,3.0,1365.4338,1.0,124.25404,63.688946,58.7
0.0,2.0,1200.4467,1.0,54.96309,44.66028,21.5
0.0,2.0,1230.1167,1.0,54.96309,103.99422,58.0
0.0,5.0,107.00051,1.0,54.96309,95.95461,40.0
0.0,3.0,1155.2632,1.0,124.25404,66.56202,43.9
0.0,3.0,1155.2632,1.0,124.25404,66.49872,43.9
0.0,2.0,1065.0658,1.0,124.25404,122.38669,110.0
0.0,5.0,2949.8525,1.0,124.25404,69.645454,300.0
1.0,4.0,3800.0237,1.0,124.25404,131.08112,1600.0
0.0,3.0,1660.401,1.0,54.96309,44.66028,53.0
1.0,2.0,945.0278,1.0,124.25404,131.08112,45.9
1.0,2.0,953.1753,1.0,124.25404,122.38669,240.0
0.0,3.0,1605.1365,1.0,54.96309,66.56202,40.0
0.0,3.0,1605.1365,1.0,54.96309,66.49872,40.0
0.0,4.0,1810.0612,1.0,124.25404,69.645454,77.0
0.0,2.0,1050.2526,1.0,54.96309,103.99422,39.5
0.0,3.0,1740.0,1.0,124.25404,122.38669,87.0
0.0,2.0,1182.832,1.0,124.25404,131.08112,140.0
0.0,2.0,890.58527,0.0,54.96309,44.66028,17.5
0.0,1.0,563.02783,1.0,124.25404,123.53347,36.0
0.0,2.0,795.10144,1.0,124.25404,69.645454,43.5
0.0,3.0,1849.5685,1.0,124.25404,67.07472,45.0
0.0,4.0,2194.9404,1.0,124.25404,95.95461,59.0
0.0,3.0,1370.224,1.0,54.96309,81.30434,52.0
0.0,2.0,1183.012,1.0,124.25404,123.53347,200.0
0.0,4.0,5025.1255,1.0,124.25404,123.53347,650.0
1.0,2.0,1267.7798,1.0,54.96309,58.909412,41.0
0.0,2.0,1358.9365,1.0,124.25404,103.99422,92.0
0.0,1.0,599.8589,1.0,54.96309,66.56202,17.0
0.0,1.0,599.8589,1.0,54.96309,66.49872,17.0
0.0,4.0,2380.9524,1.0,124.25404,69.645454,250.0
0.0,1.0,750.0395,1.0,124.25404,122.38669,95.0
0.0,3.0,1211.9713,1.0,124.25404,103.99422,49.0
0.0,1.0,700.06226,1.0,124.25404,123.53347,22.5
0.0,3.0,1500.1154,1.0,54.96309,66.56202,65.0
0.0,3.0,1500.1154,1.0,54.96309,66.49872,65.0
1.0,3.0,1050.0,1.0,54.96309,39.7671,21.0
1.0,1.0,196.99748,1.0,124.25404,131.08112,29.0
1.0,3.0,1399.9066,1.0,54.96309,122.38669,60.0
1.0,3.0,1549.978,0.0,124.25404,63.688946,70.4
0.0,2.0,1000.0,1.0,124.25404,44.959038,35.0
0.0,2.0,1000.0,1.0,124.25404,123.53347,35.0
0.0,2.0,756.187,1.0,54.96309,69.645454,16.5
0.0,2.0,1000.0,1.0,124.25404,122.38669,38.0
0.0,3.0,1334.9272,1.0,54.96309,66.56202,67.0
0.0,3.0,1334.9272,1.0,54.96309,66.49872,67.0
0.0,3.0,1435.1954,1.0,54.96309,131.08112,65.0
0.0,3.0,1496.2594,1.0,124.25404,95.95461,48.0
0.0,2.0,1000.0,1.0,124.25404,122.38669,45.0
0.0,3.0,2240.1433,0.0,124.25404,131.08112,450.0
1.0,2.0,1090.0,0.0,52.147346,122.38669,65.4
0.0,3.0,1673.0769,1.0,124.25404,39.7671,43.5
0.0,2.0,700.0,1.0,54.96309,39.7671,28.0
1.0,2.0,961.377,1.0,124.25404,122.38669,22.9
1.0,3.0,1192.2197,0.0,124.25404,66.56202,52.1
1.0,3.0,1192.2197,0.0,124.25404,66.49872,52.1
0.0,3.0,3248.731,1.0,54.96309,122.38669,160.0
0.0,4.0,2950.1633,1.0,124.25404,103.99422,280.0
1.0,3.0,1263.8231,1.0,124.25404,131.08112,120.0
1.0,2.0,950.0113,1.0,54.96309,122.38669,42.0
0.0,3.0,1440.8192,0.0,124.25404,66.56202,60.5
0.0,3.0,1440.8192,0.0,124.25404,66.49872,60.5
1.0,2.0,850.0,1.0,124.25404,122.38669,170.0
1.0,3.0,2800.0,1.0,124.25404,123.53347,210.0
1.0,3.0,1524.3484,1.0,124.25404,131.08112,88.9
0.0,2.0,1100.0,1.0,124.25404,58.577625,38.5
1.0,3.0,3947.82,1.0,124.25404,103.99422,230.0
0.0,3.0,3454.061,1.0,124.25404,95.95461,350.0
0.0,2.0,1250.0,1.0,54.96309,39.7671,24.0
0.0,4.0,2444.4443,1.0,54.96309,131.08112,220.0
0.0,3.0,1980.4951,1.0,124.25404,50.62677,79.2
0.0,3.0,1350.0,1.0,124.25404,39.7671,27.0
0.0,2.0,475.00153,1.0,124.25404,123.53347,78.0
1.0,3.0,1308.4335,1.0,124.25404,131.08112,110.0
0.0,2.0,1074.9478,1.0,54.96309,49.17085,36.0
0.0,2.0,857.8947,1.0,124.25404,69.645454,32.6
0.0,3.0,1350.3185,1.0,124.25404,123.53347,53.0
1.0,2.0,1220.8334,1.0,124.25404,103.99422,58.6
1.0,3.0,1252.0194,1.0,124.25404,58.577625,46.5
0.0,3.0,1748.503,1.0,124.25404,67.07472,58.4
0.0,2.0,715.9128,1.0,54.96309,122.38669,22.0
1.0,2.0,1069.3752,1.0,124.25404,122.38669,27.9
1.0,4.0,2742.0984,1.0,124.25404,95.95461,190.0
0.0,4.0,2199.8743,1.0,124.25404,131.08112,280.0
0.0,2.0,1295.1394,1.0,54.96309,103.99422,85.0
1.0,2.0,597.5724,0.0,124.25404,123.53347,44.8
0.0,1.0,393.87308,1.0,54.96309,50.62677,9.0
1.0,3.0,1345.0721,1.0,124.25404,103.99422,110.0
0.0,2.0,800.0,1.0,124.25404,66.56202,30.0
0.0,2.0,800.0,1.0,124.25404,66.49872,30.0
0.0,3.0,1675.0419,1.0,124.25404,123.53347,170.0
0.0,2.0,810.0081,1.0,124.25404,123.53347,180.0
1.0,5.0,6005.6055,1.0,124.25404,123.53347,450.0
0.0,3.0,1450.1635,1.0,124.25404,95.95461,71.0
1.0,3.0,1798.8395,1.0,124.25404,63.688946,65.1
0.0,4.0,2400.0737,1.0,124.25404,131.08112,260.0
0.0,3.0,1752.7174,1.0,124.25404,67.07472,77.4
1.0,2.0,1174.8757,1.0,124.25404,122.38669,130.0
0.0,3.0,1480.0198,1.0,124.25404,123.53347,120.0
0.0,2.0,899.9357,1.0,54.96309,122.38669,42.0
1.0,2.0,942.5743,1.0,124.25404,122.38669,23.8
1.0,4.0,3052.0647,1.0,124.25404,67.07472,170.0
1.0,3.0,1350.0,1.0,54.96309,122.38669,54.0
1.0,3.0,1424.8397,0.0,124.25404,66.56202,120.0
1.0,3.0,1424.8397,0.0,124.25404,66.49872,120.0
0.0,3.0,2319.5876,1.0,54.96309,103.99422,180.0
0.0,1.0,600.04614,1.0,124.25404,123.53347,26.0
0.0,3.0,1979.153,1.0,54.96309,103.99422,150.0
1.0,2.0,1114.2948,1.0,54.96309,50.62677,35.0
0.0,3.0,1373.0743,1.0,54.96309,103.99422,82.0
0.0,2.0,880.02344,1.0,54.96309,66.56202,30.0
0.0,2.0,880.02344,1.0,54.96309,66.49872,30.0
0.0,2.0,849.71674,1.0,124.25404,66.56202,51.0
0.0,2.0,849.71674,1.0,124.25404,66.49872,51.0
1.0,2.0,950.0,0.0,124.25404,66.56202,47.5
1.0,2.0,950.0,0.0,124.25404,66.49872,47.5
0.0,3.0,1500.1154,1.0,54.96309,122.38669,130.0
1.0,2.0,1313.2062,0.0,124.25404,103.99422,70.9
1.0,2.0,1313.2062,0.0,124.25404,103.99422,70.9
0.0,2.0,1111.1111,1.0,54.96309,69.645454,60.0
1.0,3.0,1891.7346,1.0,124.25404,103.99422,130.0
1.0,2.0,771.97833,1.0,124.25404,122.38669,67.0
0.0,1.0,694.84656,1.0,54.96309,66.56202,24.0
0.0,1.0,694.84656,1.0,54.96309,66.49872,24.0
0.0,2.0,650.0542,1.0,54.96309,53.003433,30.0
1.0,4.0,2535.1013,1.0,124.25404,122.38669,130.0
0.0,3.0,1300.1486,1.0,54.96309,123.53347,70.0
0.0,1.0,650.0542,1.0,124.25404,122.38669,48.0
0.0,3.0,1840.1682,1.0,124.25404,44.66028,70.0
1.0,2.0,480.45325,0.0,124.25404,123.53347,42.4
0.0,2.0,1171.6525,1.0,124.25404,103.99422,65.8
0.0,2.0,1250.0,1.0,124.25404,58.577625,48.0
0.0,3.0,1400.0,1.0,54.96309,69.645454,42.0
1.0,2.0,641.4883,1.0,124.25404,122.38669,160.0
0.0,3.0,1857.064,1.0,124.25404,95.95461,67.3
0.0,2.0,1224.8629,1.0,124.25404,131.08112,33.5
0.0,1.0,754.1046,1.0,54.96309,131.08112,39.5
1.0,2.0,1511.9795,1.0,124.25404,123.53347,130.0
0.0,2.0,1141.5525,1.0,124.25404,122.38669,120.0
0.0,4.0,2167.8154,1.0,124.25404,49.17085,91.2
1.0,2.0,1099.4941,1.0,124.25404,103.99422,32.6
0.0,2.0,1263.9142,1.0,124.25404,122.38669,570.0
0.0,2.0,1050.1194,1.0,54.96309,123.53347,22.0
0.0,2.0,998.91425,1.0,124.25404,103.99422,46.0
1.0,4.0,2439.2856,0.0,124.25404,122.38669,68.3
1.0,1.0,713.1102,1.0,124.25404,122.38669,26.0
0.0,3.0,166.00266,1.0,54.96309,131.08112,65.0
1.0,3.0,742.3208,1.0,124.25404,95.95461,26.1
0.0,4.0,1776.199,1.0,124.25404,122.38669,120.0
0.0,4.0,3013.6987,1.0,124.25404,63.688946,90.2
1.0,2.0,714.17236,1.0,124.25404,123.53347,180.0
0.0,2.0,1137.1149,1.0,124.25404,122.38669,86.0
0.0,2.0,1280.0455,1.0,124.25404,103.99422,90.0
1.0,2.0,667.0224,1.0,124.25404,123.53347,50.0
0.0,2.0,850.0992,1.0,54.96309,123.53347,30.0
0.0,2.0,1045.0535,1.0,124.25404,122.38669,90.0
1.0,1.0,500.0,1.0,124.25404,123.53347,27.0
0.0,2.0,1165.1216,1.0,54.96309,103.99422,93.0
0.0,2.0,991.25366,1.0,124.25404,53.003433,17.0
0.0,2.0,1100.0,1.0,54.96309,123.53347,22.0
0.0,3.0,1800.072,1.0,124.25404,103.99422,150.0
0.0,2.0,900.2521,1.0,54.96309,44.66028,25.0
0.0,2.0,910.0529,1.0,54.96309,44.66028,43.0
1.0,3.0,1678.9474,1.0,124.25404,50.62677,63.8
0.0,3.0,1380.1958,1.0,124.25404,123.53347,86.0
0.0,2.0,8796.296,1.0,54.96309,50.62677,19.0
1.0,3.0,832.20874,0.0,124.25404,123.53347,74.0
0.0,3.0,1380.0425,1.0,54.96309,69.645454,65.0
0.0,2.0,598.1595,1.0,54.96309,131.08112,19.5
1.0,2.0,1055.7433,1.0,124.25404,123.53347,150.0
1.0,3.0,2500.0,1.0,124.25404,122.38669,85.0
0.0,2.0,759.8784,1.0,124.25404,69.645454,25.0
0.0,2.0,1100.1964,1.0,54.96309,123.53347,28.0
0.0,2.0,932.6776,1.0,124.25404,123.53347,110.0
0.0,3.0,1699.7167,1.0,54.96309,131.08112,96.0
1.0,4.0,1795.2554,1.0,54.96309,122.38669,84.0
0.0,3.0,1500.2144,1.0,54.96309,58.577625,70.0
0.0,2.0,1140.1064,1.0,124.25404,123.53347,45.0
0.0,3.0,2500.0,1.0,124.25404,123.53347,530.0
0.0,2.0,1250.0,1.0,54.96309,44.66028,27.0
0.0,1.0,490.00644,1.0,124.25404,122.38669,76.0
0.0,2.0,1171.2096,1.0,54.96309,103.99422,55.0
1.0,2.0,1546.3917,1.0,124.25404,50.62677,63.0
0.0,2.0,850.1259,1.0,54.96309,63.688946,13.5
0.0,2.0,739.3162,0.0,124.25404,69.645454,17.3
0.0,2.0,731.5289,1.0,54.96309,123.53347,30.0
0.0,2.0,1050.5305,1.0,124.25404,123.53347,100.0
0.0,3.0,916.0305,1.0,54.96309,69.645454,24.0
0.0,2.0,1006.5679,1.0,124.25404,66.56202,65.9
0.0,2.0,1006.5679,1.0,124.25404,66.49872,65.9
1.0,2.0,1090.0121,1.0,124.25404,122.38669,190.0
1.0,2.0,600.5495,0.0,52.147346,123.53347,45.9
1.0,3.0,1446.8796,1.0,124.25404,103.99422,77.9
1.0,3.0,1446.8796,1.0,124.25404,103.99422,77.9
0.0,1.0,575.10925,1.0,54.96309,123.53347,25.0
0.0,3.0,909.0909,1.0,54.96309,103.99422,45.0
0.0,3.0,1869.1589,0.0,124.25404,95.95461,110.0
0.0,1.0,487.04892,1.0,54.96309,131.08112,22.0
1.0,4.0,2631.5789,1.0,124.25404,103.99422,230.0
0.0,2.0,680.1645,1.0,124.25404,69.645454,21.5
1.0,2.0,620.68964,0.0,124.25404,122.38669,72.0
0.0,2.0,1150.3787,1.0,54.96309,122.38669,31.9
0.0,1.0,387.48566,1.0,54.96309,44.66028,27.0
0.0,2.0,1000.0,1.0,54.96309,103.99422,400.0
1.0,4.0,1656.0679,1.0,124.25404,131.08112,250.0
0.0,2.0,1337.2234,1.0,54.96309,122.38669,55.0
0.0,2.0,1126.7777,1.0,124.25404,123.53347,370.0
0.0,1.0,599.88,1.0,54.96309,58.909412,20.0
0.0,2.0,1170.1542,1.0,54.96309,123.53347,85.0
0.0,3.0,1400.0554,1.0,124.25404,95.95461,50.5
1.0,3.0,3454.8945,1.0,124.25404,95.95461,360.0
1.0,2.0,750.0,1.0,54.96309,103.99422,60.0
0.0,3.0,2317.497,1.0,54.96309,53.003433,160.0
0.0,3.0,1085.2362,1.0,54.96309,103.99422,48.0
0.0,5.0,3625.29,1.0,124.25404,122.38669,250.0
0.0,3.0,1250.0,1.0,124.25404,103.99422,130.0
0.0,3.0,1683.278,1.0,124.25404,69.645454,76.0
